Amplitude1,PhaseShift1,Omega1,Beta1,Amplitude2,PhaseShift2,Omega2,Beta2,Buckling,Stiffness
-27.630,-49.761,1.852,55.159,-110.012,-45.356,0.056,38.796,25043.600,11482428.416
119.426,-52.756,0.289,-24.138,150.542,-38.200,0.265,-6.427,-11654.700,3101363.712
-104.163,-82.601,0.320,40.824,-32.142,44.197,1.262,45.709,16994.900,11343907.840
199.017,-57.593,1.513,-89.874,-43.517,0.398,1.783,61.776,27197.700,5202198.528
-24.245,41.131,0.905,-1.830,-167.718,16.119,1.966,78.417,14653.700,2866343.168
133.032,43.064,0.169,-10.476,-75.816,-33.896,0.037,48.427,14392.100,7500291.584
43.921,35.917,0.834,-46.157,-37.995,-86.241,1.213,-76.916,-22244.600,7986965.504
20.492,14.721,1.683,-47.064,-52.450,48.753,1.311,56.549,-21073.100,11357157.376
-147.249,85.083,1.407,-88.498,32.807,25.687,1.114,39.851,35553.000,6535122.944
27.201,-68.612,0.861,6.269,-30.078,56.080,1.182,-40.535,-14287.500,7365200.384
19.279,83.305,1.042,11.156,14.416,72.326,0.889,-43.612,-15017.100,8010637.312
34.534,51.630,0.870,-57.228,39.985,-18.841,0.332,35.064,-28653.300,11304923.136
-7.785,41.625,1.831,-24.573,31.731,-28.859,1.599,53.988,-19241.700,9353049.088
175.908,71.750,0.213,23.243,3.189,16.912,1.945,43.381,14579.500,8937996.288
-59.687,-2.388,0.612,-28.348,15.778,12.123,1.224,-19.551,-14714.200,5741442.560
-44.833,39.090,0.937,75.744,-15.585,78.399,1.915,-45.624,31966.100,8216049.664
-120.266,62.272,0.555,67.985,-149.102,-34.336,1.373,74.777,23006.800,5682710.528
72.254,50.895,0.902,-50.883,48.635,86.092,0.294,-37.192,-25387.700,11773921.280
129.787,-68.241,1.081,-66.785,49.752,-74.094,0.906,-65.469,-22995.300,7720278.016
187.635,-57.021,1.275,-75.595,36.938,-21.565,1.227,-47.534,-29516.400,8692678.656
-71.392,81.039,1.989,-79.099,-40.845,-72.010,0.944,64.668,-26175.000,5709198.848
-173.991,-49.285,0.068,-41.696,-9.864,74.248,1.431,6.174,-25269.600,7632193.536
-11.259,-8.972,1.358,-10.302,101.490,-53.697,0.008,80.689,15714.300,2924658.688
7.969,-40.111,1.667,-15.768,-19.861,-11.863,0.346,-29.289,-14010.700,7319705.088
-11.743,63.169,1.421,19.335,14.289,-23.424,1.883,-43.519,-16373.600,9236674.560
-26.514,34.649,0.858,17.811,-30.023,-87.221,1.638,53.005,16424.100,8781079.552
79.205,5.566,0.798,47.999,13.606,38.273,1.360,22.754,20492.600,9149783.040
93.866,-41.511,1.931,75.824,-73.029,22.643,0.529,78.983,22664.500,3727739.648
53.814,8.815,0.840,69.212,-31.030,-38.708,0.804,-5.691,32836.000,4786790.400
-1.260,22.027,0.617,15.553,53.496,-55.556,0.295,-49.354,-15908.300,8641931.264
125.992,-45.946,1.171,-82.467,-18.188,-7.390,1.772,-46.911,-31378.900,7345249.280
15.439,-53.654,1.387,-29.109,-9.807,-78.433,1.511,-16.511,-18445.000,7071903.744
116.077,-64.363,1.699,-86.166,-165.720,-5.017,0.443,-88.492,-21649.000,1685922.560
13.289,-76.593,1.726,37.297,-14.982,86.701,1.523,-62.407,21238.800,10423916.544
165.636,-87.781,0.585,60.419,-23.398,72.497,0.932,-7.724,33532.600,5187085.824
-5.964,-77.405,1.824,1.336,-115.675,-12.075,1.006,80.981,14139.300,2229484.544
45.162,68.603,0.121,-8.607,7.295,3.952,1.690,-10.243,-10991.100,2793785.856
116.876,-10.686,0.734,-54.189,-30.858,26.571,1.078,36.965,-28042.400,10328518.656
-37.784,-7.842,0.241,54.656,5.899,-3.576,1.846,5.456,29301.600,6921242.112
-12.479,33.084,1.483,-26.613,-7.192,-36.769,1.679,6.795,-16572.600,5225991.168
-19.800,-4.316,1.247,31.445,163.072,24.849,0.153,-0.361,18779.700,5733480.960
-74.712,-1.433,0.249,-33.449,-68.174,81.049,0.885,48.664,-21027.900,11593646.080
-66.062,79.353,0.771,52.881,-190.312,62.368,0.699,-79.063,23511.100,7312447.488
-52.163,-21.677,0.524,6.719,-39.297,-72.978,0.338,41.494,13444.700,7442196.992
-55.667,87.671,1.466,60.828,-26.179,-12.504,0.974,23.129,28373.000,7590190.080
98.536,-21.172,0.358,-9.182,-126.770,13.828,1.452,-82.385,-14413.400,2290961.920
108.561,25.057,0.686,88.638,18.491,-29.880,1.036,1.997,28751.600,1891028.864
-154.146,-5.029,0.016,-44.190,-62.181,10.723,0.653,-27.859,-24020.400,9499635.712
66.646,-71.862,1.717,66.948,-134.630,6.274,0.738,62.210,22594.300,7762605.568
90.112,49.606,0.231,-36.780,107.435,2.382,0.313,-40.819,-18573.200,11502728.192
-31.188,-44.386,0.806,-7.252,-28.062,-39.513,1.766,-54.869,-14674.600,7075669.504
-28.041,63.808,0.863,-28.849,-42.043,-83.237,1.326,63.525,19585.900,8711303.168
-14.096,-83.174,1.236,13.635,-57.337,-68.970,1.246,87.254,15641.600,2488783.104
43.034,-23.062,0.743,21.449,-51.647,-66.165,1.358,57.670,16072.800,8068171.776
30.977,-20.514,0.887,22.021,55.627,55.361,1.057,80.143,16501.500,4154970.112
5.502,66.072,1.899,1.589,-17.429,-42.968,0.624,3.626,9549.740,1804795.776
12.204,74.935,0.727,63.217,-14.920,9.057,1.516,-34.644,30864.400,9807591.424
153.672,-27.851,0.083,27.817,4.395,-83.380,1.947,53.922,17503.800,11197299.712
-74.601,43.347,0.945,53.072,-188.934,-26.724,1.740,-86.140,23893.200,6327144.448
-10.650,40.776,1.541,22.920,21.752,-81.209,0.734,60.616,16633.900,8501057.024
-37.088,-35.832,1.156,-63.453,-22.968,52.300,0.952,10.802,-31738.500,5835277.824
39.426,48.121,0.256,1.926,-8.131,-55.808,1.565,3.127,9457.030,1766206.976
-67.099,-82.024,0.326,32.365,21.875,-16.341,1.046,20.513,16112.700,7120050.176
-7.680,21.186,1.865,-24.642,-143.839,-21.444,1.257,-86.979,-18623.000,4579377.152
10.128,64.430,1.508,18.043,20.010,-5.569,1.000,4.480,13140.100,3567194.624
199.804,-81.609,0.305,10.541,-94.527,-75.592,0.743,59.923,17873.100,10106403.840
-18.264,-6.793,1.641,-42.983,-11.114,-8.814,1.336,-0.848,-24183.000,7026144.768
-95.721,27.656,0.729,85.953,49.269,-44.010,1.391,-57.124,-29244.200,6325215.744
13.146,-82.329,1.394,-56.836,197.455,8.900,1.654,88.058,-22775.000,6339521.536
-10.138,-48.919,1.605,24.616,-30.460,-82.182,0.900,-22.954,16608.100,6835584.512
63.371,85.278,1.039,-52.975,-99.730,6.977,1.103,-63.161,-20762.600,9857938.432
38.458,12.175,1.186,-47.275,-183.609,-68.212,0.659,-67.729,-21792.800,9190588.416
-64.095,-79.561,0.559,5.199,21.979,30.918,0.965,-8.576,-10931.700,2506576.128
52.707,5.677,1.652,62.673,137.303,-52.707,0.595,-60.730,24637.400,9929906.176
182.111,-54.149,0.171,66.981,-54.250,16.282,1.719,-64.213,24947.300,7689486.848
52.784,73.772,0.498,-19.462,39.064,-21.898,0.012,71.008,-20746.900,7091400.192
19.572,55.858,1.093,19.639,7.534,10.659,1.643,7.622,12759.500,3794088.448
-13.632,75.986,1.836,-42.045,74.290,-30.036,0.581,-25.623,-22422.700,9054967.808
-7.601,62.032,1.627,5.647,58.966,29.287,0.325,-4.771,10156.300,2168320.768
-65.601,-67.596,0.657,-30.702,-36.205,-32.379,1.085,-41.711,-19065.000,10779207.680
17.225,43.447,1.133,15.941,-15.302,51.258,1.684,40.056,14103.700,8419899.392
-47.860,55.977,0.069,61.356,-77.133,-26.677,0.399,59.665,21823.100,10129468.416
-60.243,70.004,0.543,42.811,-106.206,-73.168,0.411,-15.394,26218.800,11036866.560
22.807,-20.233,1.544,45.308,30.324,-7.833,1.024,65.659,19698.700,10011652.096
11.356,-89.786,1.806,36.574,-97.613,20.157,0.341,14.093,20721.000,7615527.936
24.263,50.343,1.532,47.012,-34.236,-31.917,0.551,84.777,22399.500,7065757.184
104.548,-83.322,1.266,80.888,41.833,-68.717,1.987,-63.475,26955.600,5579288.576
17.009,-33.303,1.296,28.673,-12.469,-83.705,1.705,-36.048,17378.300,10353830.912
26.485,58.725,0.968,-22.641,17.544,25.285,1.922,-49.089,-16348.700,9431006.208
6.592,-1.402,1.763,8.547,-8.701,34.819,1.550,-10.901,11024.700,2514134.784
103.611,21.515,0.909,-74.641,172.584,-79.236,0.269,-13.188,-32196.400,3322601.984
-77.537,78.499,1.792,77.416,-13.566,68.741,1.728,49.622,28598.500,7921608.192
62.376,-60.410,1.175,56.678,26.147,-41.832,1.928,-56.087,21448.100,10508078.080
22.168,65.331,1.285,-36.986,189.727,-37.395,0.009,-89.733,-20811.100,6451220.992
-30.845,-11.064,1.909,84.012,-28.386,-27.848,0.995,28.141,34967.500,5067366.912
2.712,-46.606,1.293,88.098,-38.307,75.824,1.179,-46.398,-32619.400,6786124.800
-10.895,-18.588,0.015,-32.753,105.982,-2.491,0.241,-35.031,-18303.600,10075363.328
105.895,31.363,0.781,-67.994,-52.985,-38.536,1.054,-49.774,-28415.000,9043129.344
180.331,26.710,1.639,-85.704,-198.276,35.825,0.301,27.661,-35084.700,4172215.808
9.894,-78.948,1.490,15.178,-25.639,-43.465,1.527,48.135,14666.100,8487999.488
69.925,72.785,0.060,-63.635,39.582,-14.752,0.300,61.551,-23510.200,8861414.400
196.683,-85.320,1.377,77.768,-10.029,-4.458,1.666,41.759,30710.500,8057113.600
-81.967,-57.874,0.711,-75.158,12.479,14.799,1.317,-14.023,-33612.400,4045097.216
34.209,61.014,0.492,-2.205,-18.686,43.513,1.040,-6.760,-10458.400,2382818.816
-5.981,-37.000,1.884,12.288,-11.176,40.875,0.803,75.931,15771.200,3764697.856
28.070,28.989,1.399,-88.211,30.191,48.197,1.698,54.338,29888.600,6556446.208
-166.320,24.145,0.418,35.989,-22.882,69.854,1.346,39.552,19540.100,10677699.584
45.838,-23.599,0.645,75.152,-25.200,77.236,0.893,-5.613,32053.700,3373311.488
-29.164,24.267,0.987,28.607,13.435,-22.911,0.279,65.394,19135.600,8202185.216
-10.311,25.568,1.391,-3.764,17.711,17.518,1.141,-18.247,-11549.200,3365437.696
-16.282,-50.813,1.108,4.175,13.182,-69.566,1.888,-42.452,-14161.700,7250694.144
40.190,-60.200,0.702,0.516,-117.422,-67.868,0.589,-44.892,-15062.900,7176620.544
-11.797,72.532,1.898,-38.697,121.315,-33.967,0.396,-83.619,-21139.500,6942619.136
-23.541,56.622,0.122,-52.744,-20.957,-9.364,1.050,-18.479,-29011.900,8700517.376
-4.222,24.608,0.741,-25.392,-13.922,-54.327,1.826,-42.267,-15670.500,10159838.208
-5.847,-44.132,1.878,9.341,64.814,78.821,0.844,60.197,14629.900,6433219.072
-50.122,54.914,0.845,37.921,36.877,-61.700,0.752,-27.684,24890.000,9698975.744
112.446,-23.470,0.329,-53.313,-139.668,-2.289,0.923,-71.812,-20108.200,9234202.624
-17.218,-8.411,1.076,-3.521,-44.896,70.608,0.741,23.640,12820.200,5275141.632
-5.076,-11.313,1.977,-1.163,9.207,-6.763,1.633,21.721,11906.300,4003341.824
80.713,-86.730,1.336,-66.094,15.458,65.085,1.723,-41.995,-28516.000,10387265.536
98.244,28.492,0.285,35.760,169.759,-45.569,0.732,-73.925,21790.600,8249910.272
-24.832,-79.353,1.367,42.999,-31.070,88.548,1.458,50.240,20588.400,11705910.272
110.842,89.566,0.351,78.786,-6.061,-10.040,1.840,-8.827,31932.400,2955879.168
11.786,27.032,1.314,-7.611,126.572,-68.836,1.428,83.038,14903.100,2291660.032
-8.174,-34.339,1.570,5.916,32.053,74.827,1.702,83.809,14203.500,2108541.440
108.049,2.848,1.179,-65.933,58.825,-30.984,1.015,-50.661,-25540.500,9873472.512
-130.832,57.958,0.641,51.367,-47.447,53.836,1.425,-57.538,24832.800,10534183.936
167.057,-29.261,1.914,-83.174,12.285,-28.355,1.415,-21.784,-34809.400,4121286.912
-111.374,31.076,0.714,-86.855,-58.842,-62.970,1.111,-72.304,-24273.300,3478377.216
-13.826,80.238,1.428,-28.019,115.721,88.720,0.470,-23.299,-16916.300,9786494.976
-139.704,64.618,0.802,-83.973,198.874,39.595,0.334,57.414,29366.000,6483827.712
-45.089,70.656,1.795,-62.243,36.316,11.585,0.912,61.391,-23625.000,9492208.640
9.555,32.532,0.494,86.450,-187.358,75.263,0.058,74.386,23858.700,3157091.584
-46.380,10.510,1.066,46.915,-126.520,38.948,1.760,89.351,23347.100,6626494.464
-18.267,-70.869,1.372,-34.368,98.701,-60.494,0.285,-54.276,-16543.100,11775209.472
-172.068,-50.418,0.952,-71.495,162.025,24.692,1.749,76.859,-23225.800,5409842.176
-175.616,-68.825,1.214,84.603,33.458,60.559,0.860,-23.194,35856.900,4372376.576
-43.013,85.026,1.865,-76.982,-21.487,-25.001,1.456,-41.531,-31872.500,7918009.344
11.476,-48.816,1.819,37.252,58.182,-23.193,0.712,31.919,19670.800,9831700.480
40.904,-14.454,0.795,40.711,-46.265,75.163,0.904,39.066,18092.500,11251164.160
68.730,42.775,0.202,5.327,-29.377,59.944,1.356,-48.144,-14482.700,7167417.856
-91.825,-89.300,0.147,72.760,158.896,-64.956,0.251,12.276,34513.900,7063832.576
185.586,50.119,0.141,25.115,-154.397,32.380,0.358,-17.351,17015.000,6607392.256
46.234,61.500,1.007,44.391,18.070,75.684,1.292,-70.409,21561.100,8796861.440
101.832,-85.533,0.004,-78.643,42.236,43.167,1.849,-72.606,-23478.900,4192903.936
-11.278,15.717,1.328,-2.446,-55.342,7.728,0.745,-33.396,-12422.700,5104623.104
141.993,42.366,0.338,-15.975,16.753,3.590,1.122,-11.997,-13246.100,3943855.104
-17.418,-32.223,0.751,-52.026,43.583,-54.222,0.351,-48.447,-21094.100,12384611.328
96.519,16.272,1.598,70.241,-1.635,-29.664,0.361,-58.526,25373.700,8649562.112
-195.556,-49.951,1.636,-79.879,-39.285,-65.832,1.955,62.574,-26861.500,6177741.312
57.602,0.012,1.209,-56.065,-12.137,35.078,1.280,2.608,-31151.200,6469193.728
-15.147,69.475,1.907,-85.244,-82.998,-63.162,1.736,-70.266,-24771.200,3934243.072
117.650,-47.274,0.472,-29.523,44.068,-44.587,0.825,-31.876,-13030.000,6091724.288
56.772,-3.020,1.826,65.595,47.190,68.186,0.118,14.323,32918.200,6134358.016
-23.081,43.842,0.300,-80.674,6.404,-41.535,1.937,-20.389,-35019.700,4410478.080
-97.225,-40.968,0.850,-55.139,167.213,-46.078,0.304,-51.368,-21871.800,11521233.920
-23.034,56.843,1.184,32.521,-8.186,-8.552,1.643,-14.783,19185.000,7175053.312
87.710,27.457,0.118,5.477,77.181,-53.231,0.428,64.389,15265.100,5104356.352
30.629,-24.441,0.831,-12.418,-33.780,76.404,0.781,9.716,-13637.900,3904658.688
-23.830,-4.510,1.655,-49.377,31.304,52.468,0.498,54.617,-21986.000,11935997.952
117.927,62.512,1.620,74.011,91.505,-66.490,0.516,-24.621,32796.700,4273320.960
9.015,7.381,1.612,-18.715,-106.396,79.347,1.139,-87.996,-17104.100,3563874.816
-40.360,44.237,0.266,-2.840,9.944,62.044,1.489,15.441,11032.800,2783419.904
-118.254,74.770,1.826,76.300,18.408,-5.280,1.420,-36.766,33867.200,7572851.200
-67.938,45.933,0.896,-54.502,-23.791,6.052,0.758,64.300,-21352.100,9765706.752
-88.919,-14.758,1.227,-81.358,-21.162,-30.359,0.775,13.678,-32912.300,3198561.792
-135.241,-29.384,0.573,-47.738,-29.607,19.244,1.052,-33.961,-25320.700,10409280.512
61.852,-84.592,1.503,-71.873,-127.139,42.294,0.424,35.542,-31842.100,8630137.856
-158.345,-61.334,0.689,-62.895,19.569,-37.758,1.902,49.898,-27292.900,10117294.080
-89.963,80.886,0.229,-13.361,11.669,-47.444,1.751,35.191,13758.100,6769923.584
112.963,-82.207,0.287,-45.506,-91.053,31.450,0.673,84.542,-21573.400,7017052.672
-32.149,-25.388,0.960,42.333,70.598,3.803,0.209,32.130,22221.300,11843375.104
-29.137,67.356,1.245,-68.759,165.664,73.609,0.114,-55.249,-24336.900,9016113.152
19.306,-48.308,1.562,79.579,77.881,31.225,0.521,-13.649,33957.200,4034908.416
184.854,65.550,0.965,-72.652,12.973,85.134,1.279,73.984,-24368.600,5106969.088
62.977,79.145,0.569,-9.091,149.210,-82.367,0.493,36.741,18597.300,8825448.448
-99.176,-55.966,0.967,-59.452,9.405,-83.502,1.823,-30.105,-26164.100,9598003.200
134.357,-56.953,0.281,64.126,13.649,38.449,1.398,25.421,33405.400,7488808.448
24.102,-19.391,1.271,38.317,-90.156,47.616,1.954,-85.572,20764.400,6711548.928
-1.164,75.207,0.475,39.156,-53.491,-10.845,0.681,-24.099,22212.700,9053048.832
-75.574,64.222,1.035,-56.305,-152.732,52.822,1.016,71.508,-22800.300,8477783.552
6.112,-53.572,1.971,-19.188,184.550,87.002,1.443,-89.424,-17363.300,3591421.696
13.656,34.016,0.453,-57.715,-109.647,50.148,0.464,-23.476,-30998.200,7103892.480
140.590,48.852,0.526,-87.173,-160.138,-60.690,0.223,-11.120,-36610.700,4875067.904
-87.141,-53.830,1.803,71.016,-194.995,80.738,1.301,89.730,22453.500,3713656.064
-78.826,21.972,0.394,26.378,-18.643,-0.199,0.807,45.684,16197.000,10347731.968
-132.198,51.037,1.003,73.924,83.730,-34.121,0.201,9.600,34926.000,5037337.600
-164.257,-27.269,1.116,-86.394,6.280,26.258,1.780,-2.575,-28254.800,1806748.672
183.726,6.650,0.945,86.246,157.442,-15.572,0.958,-87.440,21827.400,1709682.944
43.735,45.098,1.344,76.106,46.977,-28.537,1.204,51.796,28334.900,7609603.584
38.194,73.516,0.413,25.506,-34.190,85.680,1.764,-57.916,-18032.900,8563282.432
-68.180,-78.743,0.061,21.006,-34.208,-0.892,0.926,30.458,14819.600,7796708.352
-83.615,52.281,1.443,69.635,-8.175,32.927,1.910,-80.654,22721.100,4361955.840
3.274,18.871,0.949,44.636,-70.520,43.833,0.523,-73.301,22237.200,8970297.344
-7.699,-26.894,1.850,-24.881,15.259,-85.465,1.172,11.323,-16274.000,5655500.288
-131.191,-51.225,0.637,-80.040,-136.143,-51.145,0.839,77.132,-24019.000,3293726.720
44.843,-79.904,1.414,55.773,8.610,-53.948,1.700,-79.669,21851.100,6608470.528
-3.261,47.603,0.429,-36.024,48.164,-59.323,0.716,23.822,-20552.100,9357414.400
-16.099,3.393,1.787,44.194,-45.045,63.810,0.667,-5.084,24577.400,7303526.912
31.018,85.442,0.035,30.383,52.060,-84.153,0.768,33.105,17031.200,9976177.664
-142.431,-84.544,0.134,-46.737,-111.358,72.617,0.934,-68.100,-20160.600,9875755.008
80.133,-0.536,0.867,74.620,31.574,4.745,0.797,5.088,32175.400,3541920.768
-32.524,-19.532,0.913,-27.440,80.246,-76.647,0.051,69.815,19074.000,6930906.112
-61.001,82.075,0.534,-29.857,-144.836,17.129,0.383,-15.954,-13931.600,5717434.368
23.538,83.649,1.118,-29.603,17.124,13.055,1.481,36.300,-18709.200,10255443.968
-42.798,-66.068,1.062,-44.726,119.939,70.294,0.111,-68.427,-19455.400,9270752.256
77.503,67.643,1.205,-60.942,13.343,-15.757,1.812,-40.308,-24933.100,10733425.664
35.241,-65.570,0.922,31.487,190.298,29.975,0.513,-55.530,20349.100,9041901.568
-12.260,14.241,1.332,14.119,85.462,86.372,0.488,9.174,12031.600,3009727.232
-12.314,67.958,1.334,14.981,16.715,50.357,1.353,-51.632,-15878.000,8360970.240
-10.521,57.321,1.564,23.833,-166.998,-63.510,0.088,-3.797,15228.300,5156279.296
139.317,71.444,0.173,-70.282,-169.114,-7.064,0.813,65.152,-24861.000,6623153.664
-153.163,-35.588,0.255,-59.966,-13.880,8.046,1.195,0.138,-32655.300,5290212.864
-7.301,48.683,1.949,27.011,-61.634,15.544,0.527,-28.738,17475.000,7986914.304
91.080,-32.078,0.152,-85.447,-17.353,-84.603,1.567,39.424,35802.100,6675460.096
-85.447,-34.218,0.994,-57.602,56.471,46.044,0.165,-12.968,-26627.800,6705943.552
-104.319,-43.489,0.405,73.294,-20.687,-76.021,0.981,-3.256,32591.700,3850557.184
68.843,46.129,1.477,83.734,17.599,89.814,1.072,6.939,30009.800,2272474.368
4.589,-84.259,1.546,38.669,66.524,31.582,1.035,-53.775,21243.900,11618553.856
-12.924,-69.347,1.694,-36.703,-125.612,69.480,1.889,79.889,-21611.500,7356671.488
-6.579,0.473,1.579,41.297,-5.386,-89.717,1.235,66.485,19838.700,10021306.368
-10.164,60.301,1.402,-4.174,65.723,6.575,0.085,86.963,14217.900,1820436.096
-11.976,53.957,1.308,8.788,-40.240,-41.086,0.436,-29.855,-13852.200,6884816.896
-69.707,14.425,0.928,51.017,21.595,57.013,0.969,-7.297,31342.700,7065263.104
10.634,16.731,1.504,20.448,110.359,-79.323,0.753,-76.286,19114.500,4986570.752
-33.413,-76.108,1.782,57.655,132.242,80.121,0.387,-56.376,22891.400,10049631.232
-163.780,30.479,0.246,-6.197,12.308,-49.958,1.817,-38.523,-13713.100,7635245.568
63.489,63.422,0.572,-11.371,33.644,-36.078,0.094,30.177,-17192.600,8195283.456
-10.092,8.160,1.079,52.179,-24.372,5.740,1.548,47.771,21618.300,12074897.408
-42.115,59.427,1.464,-55.862,-61.376,-0.552,0.720,34.775,-27206.000,10862174.208
-9.460,86.180,1.451,3.407,-142.608,10.250,1.494,75.727,14739.000,3259642.112
20.931,52.666,1.739,-49.014,41.223,-69.749,1.367,53.555,-21065.200,11458398.208
50.826,-73.713,0.391,-34.146,147.628,-77.016,0.588,-69.122,-17652.700,8566959.616
-106.683,59.858,1.026,67.193,-133.811,54.510,0.247,-27.281,34684.700,7861520.384
120.412,17.363,1.283,-87.263,86.704,1.485,0.289,-9.869,-28037.500,1811006.720
52.575,76.173,0.180,-2.556,-78.748,-11.488,1.160,-82.219,-13879.600,2084260.864
-30.927,-62.228,1.050,-34.887,20.846,29.534,1.604,45.458,-19346.900,11365121.024
14.111,-57.193,1.229,-12.924,-145.578,-33.735,0.014,-24.896,-13631.900,5839714.816
-20.566,-38.837,1.008,11.268,108.251,48.102,0.238,-45.397,-15837.100,8018224.128
113.861,84.393,0.599,49.609,53.056,-47.264,1.063,88.123,20118.000,6561621.504
-10.062,77.760,1.418,-6.707,-162.842,-30.494,0.230,-25.915,-13462.100,7127767.040
151.454,-81.231,0.698,86.546,-26.546,42.427,0.926,-18.064,32005.600,3040952.064
-80.849,52.009,0.474,78.661,12.559,13.461,0.154,8.460,31712.200,2898838.528
-62.611,-36.035,1.521,-63.566,-55.239,28.735,0.820,-72.026,-21319.300,6890388.992
-20.484,79.865,1.152,-26.923,45.017,-27.044,0.633,-72.427,-18524.800,6707455.488
-25.419,-55.358,1.212,-37.368,52.355,-52.837,1.273,78.100,-20819.400,7378250.752
23.006,65.031,0.238,3.891,15.832,-76.579,1.126,-5.222,9938.190,1948584.576
7.474,-16.449,1.674,11.072,-125.900,-16.377,0.140,28.662,12793.500,4964224.512
-79.495,-88.954,0.495,4.953,-161.014,-20.611,0.694,-64.742,-15106.800,5460246.528
-16.245,55.261,1.121,8.096,-8.231,-59.657,1.570,7.072,10499.300,2273429.760
-26.122,-59.124,1.712,52.678,-17.744,-89.615,1.953,49.973,20723.000,11847669.760
-19.922,-68.413,0.998,-1.357,22.540,-5.937,1.879,-58.278,-14812.000,6268107.264
106.852,9.953,0.621,-49.945,-141.632,18.919,0.367,51.865,-23715.100,11359706.112
22.480,68.104,1.996,66.264,124.496,71.211,0.079,81.294,22253.100,5092693.504
-28.584,-16.933,0.486,57.986,68.065,-54.812,0.479,18.296,29282.100,9384770.560
-157.436,-44.891,0.669,79.216,-16.272,-46.435,1.677,-42.114,33749.600,7672477.696
-171.035,-11.206,0.100,-4.651,0.160,5.231,1.132,9.461,-12073.800,3220347.136
7.157,-76.199,1.752,-14.644,-76.049,46.062,0.685,-39.111,-13699.100,6687428.096
51.573,-9.288,0.745,30.415,179.016,-25.558,0.370,73.143,17739.800,6001509.888
-35.026,29.939,0.695,-67.303,131.777,-27.163,0.516,-80.200,-22123.400,5190820.864
49.843,83.868,0.799,61.161,5.110,47.091,1.275,-43.053,26313.200,11217909.760
-7.808,33.686,1.649,12.369,14.582,70.718,1.377,-27.221,-14037.600,6129666.560
90.804,-58.058,0.002,-47.324,-5.098,23.643,1.982,-4.396,-26560.500,7312700.928
189.703,-36.815,0.603,-71.177,157.023,34.619,1.515,87.166,-22703.800,3921297.920
-11.470,-13.155,1.480,-76.069,-62.913,-78.954,0.211,75.442,-24152.700,4153026.560
7.458,32.793,1.662,8.957,-159.106,12.958,0.194,-45.149,-14947.800,7475679.232
192.557,-62.554,0.226,-3.422,-5.737,-19.805,1.962,15.227,13040.600,4290844.928
25.577,-42.017,1.431,-45.232,-25.170,45.446,0.914,11.917,-26055.200,7932661.760
191.280,81.883,0.479,59.734,-49.010,39.044,0.858,-37.919,23118.200,11256793.088
-22.442,-83.024,1.418,42.105,-99.329,28.354,0.539,-87.181,22645.400,6721345.024
-73.136,41.932,1.494,-65.352,-74.332,71.178,0.568,59.173,-24304.400,8859565.056
16.993,-31.232,1.197,21.370,-119.188,12.310,1.580,-75.024,-18416.800,5647801.856
43.489,-69.858,0.774,26.016,-32.200,27.584,0.019,-58.104,20174.500,9088714.752
8.595,67.079,1.839,29.227,-107.461,-4.121,0.525,34.423,16866.800,8667824.128
12.274,60.723,1.276,-4.365,51.331,39.456,1.919,-67.016,-14934.300,4710022.656
-169.973,-14.945,0.160,20.613,160.422,28.192,1.285,75.097,14924.500,3528050.432
51.821,38.811,0.625,-41.434,-10.525,66.518,1.148,-84.769,-22288.100,7177300.992
5.183,60.065,1.436,88.253,-0.672,-17.956,1.165,67.525,25302.000,4373281.792
98.961,12.711,0.506,47.694,14.317,65.933,1.342,24.038,23682.300,9332907.008
-97.052,7.031,1.070,69.489,40.984,-32.935,0.791,74.976,23077.300,5523922.432
32.330,-59.893,1.362,48.225,30.984,-47.894,1.005,-32.508,23231.700,10740564.992
6.967,-87.681,1.688,-1.943,-82.097,-80.131,1.893,-71.162,-14720.300,3770803.456
-92.321,69.421,0.269,-10.177,-54.344,-86.793,1.716,-64.150,-14649.200,5099993.600
129.057,56.128,0.412,-52.157,143.202,-28.679,1.434,-89.195,-22659.600,6207613.952
118.190,-78.499,0.415,-4.997,190.815,88.786,0.261,28.831,12961.500,3891271.680
-152.384,-47.002,0.691,-68.069,-39.010,-66.350,1.610,-61.260,-23523.600,8008778.752
111.372,39.883,1.960,-88.605,18.237,-23.881,1.043,-1.364,-29013.700,1873495.424
140.155,49.296,0.671,69.891,61.404,17.233,0.646,-38.213,28615.800,9385945.088
26.852,33.306,0.596,-61.259,-44.284,15.181,1.264,56.321,-24619.800,10125309.952
84.382,-89.229,0.357,49.316,-21.748,-30.853,0.979,11.041,29482.200,7605023.232
-164.494,11.361,0.588,54.219,-34.694,-59.835,1.445,-51.901,25512.300,10463476.736
33.866,-19.757,0.786,11.711,-177.674,27.747,0.380,62.728,15151.500,5748122.112
102.830,32.221,1.494,-88.916,-137.609,1.203,0.405,21.183,-30558.200,2645049.088
14.826,-30.637,0.102,-30.365,15.903,21.102,1.866,-46.092,-16663.900,11119457.280
162.405,-15.380,1.232,86.847,13.383,3.211,1.472,28.303,36324.100,5230893.568
-46.515,2.114,0.940,41.557,11.798,43.729,1.313,-7.759,26685.900,7070681.088
101.065,25.791,1.457,-84.455,-45.157,-66.028,0.323,-52.918,-28012.900,6692255.232
-103.379,69.222,0.652,-89.129,124.966,15.979,1.187,77.431,23566.100,2572384.000
