Amplitude1,PhaseShift1,Omega1,Beta1,Amplitude2,PhaseShift2,Omega2,Beta2,Buckling,Stiffness
76.409,26.947,0.043,-81.751,-45.857,-82.595,1.761,-61.960,-26012.600,5645872.640
-45.833,-42.048,1.399,-74.174,-145.168,84.668,0.534,-54.576,-30728.800,8344049.152
-36.650,-59.282,0.779,16.802,7.211,51.898,1.702,10.471,11780.700,3298857.728
5.476,73.815,1.903,-0.932,-62.690,2.539,0.604,19.715,11571.000,3455090.944
5.935,32.430,1.832,3.092,11.160,16.821,0.668,-4.042,9854.030,1896521.728
30.406,-47.892,0.922,32.872,64.014,-3.887,0.517,29.808,16875.400,9071007.744
16.173,84.069,1.721,-42.570,41.427,5.611,1.516,56.535,-20812.000,11540092.928
177.767,89.234,1.136,-72.615,8.036,-39.642,1.617,11.356,-31596.900,4197025.024
94.803,75.227,1.436,-68.102,-199.306,-21.649,0.888,-82.612,-21541.000,4278891.776
45.960,-17.901,0.239,-88.995,-20.459,-11.348,1.840,50.585,30929.900,6742178.816
-157.383,5.970,1.443,-75.686,33.873,79.311,1.430,51.571,-28925.100,8251844.608
174.698,-57.759,0.211,60.585,108.081,-38.018,1.800,86.916,22413.900,5074528.256
29.093,-88.290,1.737,55.014,-69.352,28.262,0.705,-37.818,27859.000,10119473.152
3.840,8.705,1.525,53.907,-24.888,50.142,1.122,-32.047,27850.500,10826247.168
40.212,-62.417,1.208,-67.381,102.369,-56.221,0.170,-77.938,-22593.500,5473687.552
71.013,-39.682,0.729,40.505,80.885,17.366,0.696,42.068,20121.000,10094317.568
-6.984,45.115,1.762,14.144,33.494,-83.959,0.806,-15.232,12571.900,3878312.448
35.721,15.928,1.679,-57.390,95.067,43.451,0.874,88.171,-22184.200,5889122.304
-9.117,48.953,0.656,-52.407,-0.481,-5.679,0.734,-29.540,-26246.000,10922979.328
-6.250,-16.083,1.911,-17.639,-10.691,-64.344,1.984,-39.495,-14536.900,8508411.904
14.644,-75.060,0.816,-38.799,-6.475,-7.398,1.976,-23.040,-21064.400,9599102.976
80.179,22.602,1.989,-71.462,147.536,-79.891,0.061,-13.807,-32921.100,4659550.720
-187.472,-79.582,1.504,-86.909,-81.428,-52.449,1.080,-58.906,-28294.000,5611430.400
-93.730,43.080,0.407,89.492,-88.079,18.318,0.392,66.725,25639.000,4514596.864
144.407,-19.848,0.795,-61.151,-10.832,37.245,1.359,-4.502,-32472.600,5305544.192
-6.006,-89.231,1.867,10.980,-42.663,-81.360,0.428,-6.332,12220.700,3351007.744
-39.396,-84.398,0.063,-34.531,-18.326,75.034,1.067,-10.980,-20081.100,7343868.416
-4.929,-34.188,0.665,66.522,-61.358,76.439,1.379,70.884,22052.600,6593717.248
166.835,57.009,0.015,-59.330,-46.346,-67.368,0.678,13.824,-31736.300,6775649.280
8.075,55.108,0.336,49.697,-5.615,-29.885,1.583,26.327,25991.300,10451512.320
-49.701,-3.999,0.687,-20.862,2.231,67.520,0.357,19.685,-13923.700,5241841.152
19.166,81.101,1.369,-35.396,143.912,-43.861,1.513,73.820,-20772.000,8133589.504
-29.189,-71.450,1.068,34.602,18.053,-14.564,0.481,-55.672,21256.200,10837633.024
127.127,13.324,0.704,72.141,-29.245,53.918,0.294,6.117,32219.000,4047547.392
-15.661,-11.588,1.219,-19.210,135.219,-31.234,0.072,-46.095,-14470.300,9399810.048
-23.523,5.157,1.048,-24.452,66.481,47.243,0.594,21.510,-13982.900,5045434.880
36.637,14.572,0.354,48.788,-165.618,64.238,0.784,-65.828,21736.300,10693683.200
9.309,50.275,1.462,-2.788,-34.983,-37.041,1.318,49.156,14431.400,6986554.880
-142.142,88.567,0.103,31.926,18.968,72.011,1.629,44.317,17523.600,11609585.664
-50.208,-63.839,0.615,0.858,-172.813,-19.669,0.266,-48.151,-14818.400,7157238.272
100.903,-46.350,0.128,-12.761,71.139,-46.826,0.326,7.331,12039.200,3534534.400
-132.589,-30.810,1.475,-88.585,-58.955,38.055,0.125,2.298,-27253.400,1586430.848
81.195,-50.870,1.092,-62.202,-87.313,-16.650,1.822,80.883,-23909.000,5947912.704
